,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Mahalaleel,0.18664868,0.11061837,-0.20031072,-0.27532583,0.31800574,0.32822782,-0.68723834,-0.0139360195,0.049345538,0.30635437,-0.004729968,0.26629138,0.16777319,-0.023905555,-0.24500036,0.43934435,0.16526659,0.10374551,0.22039856,-0.5805143,-0.3436864,0.1314982,0.3760001,0.22288057,0.2605229,0.057523374,-0.032895446,0.16656117,0.32662332,0.25013462,-0.376301,-0.28431085,0.21241139,-0.3282329,-0.05741775,0.25660127,-0.28279674,-0.48302096,-0.042273548,-0.12235566
Malchus,0.13007654,0.1554775,-0.14105068,-0.15875427,-0.040431242,0.33496583,-0.19709,-0.016709404,0.04773855,0.23810741,-0.02601949,0.09425208,-0.10259839,-0.44087556,-0.25112525,0.37933952,0.21811692,-0.0014143699,0.26579502,-0.60576653,-0.31362033,0.30166084,0.25133094,-0.13146833,0.20079231,0.0036271159,0.3216922,0.18846236,0.09773421,0.1441973,-0.4582034,-0.27065277,0.2939898,-0.07457102,0.15958126,0.24923421,-0.09406606,-0.46627295,-0.19366309,-0.026575398
Malta,0.16966224,0.10119495,-0.03169149,-0.13950126,0.6229376,0.32639956,-0.27231804,0.14149642,0.4824196,0.4031459,-0.04181903,0.17621103,-0.005226179,-0.212348,-0.29954854,0.63267165,0.19101673,0.014766116,0.4892379,-0.3263914,-0.36218804,0.20156847,0.10523123,-0.37333566,0.31115022,0.04610133,0.17188507,0.13702697,-0.25254,0.17779003,-0.30251303,-0.018249787,0.2546674,-0.305198,-0.04742967,0.42962033,-0.110342845,-0.4784964,0.060728554,0.13123444
Man,-0.09930148,0.13522759,-0.08159239,-0.3940133,-0.20386043,0.1941369,-0.24720548,0.28552082,0.21142425,0.037518937,-0.25586888,0.2148497,-0.055046625,-0.22872165,-0.7712149,0.45860806,0.12073003,0.15846622,0.62212765,-0.5059456,-0.35593545,0.2602578,0.26885954,-0.18766157,0.29563332,0.01952119,0.10801038,0.038585145,0.052009016,0.21654025,-0.114580765,0.12029014,0.21678919,-0.32235527,-0.043760847,0.3161708,-0.10717758,-0.52321583,-0.22270158,-0.08525196
Manaen,0.075283974,0.07345156,-0.14613567,-0.23915681,0.18227783,0.34526864,-0.5176804,0.36247894,0.27884075,0.3134747,-0.066819265,0.23799874,0.1274503,-0.32786444,-0.1019012,0.6715256,0.21118009,0.0131885465,0.3064137,-0.4659286,-0.39693305,0.18346055,0.19603825,-0.023023447,0.29139888,-0.011571125,0.2522069,-0.10490455,0.122880325,0.12438245,-0.26705313,-0.41487914,0.2272764,-0.17169641,-0.101852454,0.02085384,-0.41505513,-0.3965514,-0.23360439,-0.09745549
Manasseh,-0.005864165,0.01755247,-0.10365715,-0.12353514,-0.062067233,0.321584,-0.41309986,-0.13443956,0.46710956,0.016886977,-0.13042323,0.36641413,0.16251932,-0.9293902,-0.15293181,0.13983779,0.16186225,0.12651312,0.3300267,-0.4737244,-0.45760426,0.123870425,0.15132256,-0.39147484,0.0793626,-0.039383125,0.18748422,0.21749428,0.13966353,0.1696867,-0.3738844,0.3384537,0.33057028,-0.46491668,0.1676253,0.19509804,-0.22621876,-0.6402188,0.01609446,0.23171873
"Many believe Bartholemew is another name for Nathanael, though their identity is deduced rather than stated.",0.088657014,-0.07362483,-0.027494576,-0.4248408,-0.10479836,0.20714937,-0.35220462,-0.18352668,0.1095757,0.13627203,-0.1424757,0.3677342,0.17749864,-0.3385539,-0.19296528,0.28482348,0.28454924,0.12535675,0.38907087,-0.63049394,-0.39605564,0.1804787,0.16501826,-0.11101363,0.34452677,-0.07052338,0.35036856,0.2775665,0.0530225,0.04913983,-0.5937208,0.09627587,0.24683167,0.039521303,0.17862295,-0.121320516,-0.36128694,-0.6477738,-0.013786402,-0.064803906
Martha,-0.09248121,0.09265509,-0.1918067,-0.3315335,-0.3014366,0.33566064,-0.36997065,0.334506,0.08618782,0.051595893,-0.061862197,0.18360661,0.38739204,-0.5485426,-0.18777934,0.24677351,0.20729987,-0.061168857,0.2086767,-0.53669685,-0.019331539,0.23964924,0.16984984,-0.044796426,0.1737312,-0.04590377,0.09610876,-0.064593084,0.6475956,0.17068875,-0.29310957,0.23127164,0.34961691,-0.4862286,-0.0543856,0.15505406,-0.230084,-0.53117555,-0.08049452,-0.10549285
Mary,-0.0051855384,0.49286065,-0.22933172,-0.3484811,-0.2772385,0.29246858,-0.5238494,0.17103395,0.24786425,0.13971512,-0.103462644,0.3017393,0.2852389,-1.4173045,-0.12343294,0.62762654,0.14065087,0.043700203,0.12146,-0.52033865,-0.054370888,0.18274777,0.33770484,-0.019732675,0.32923916,0.039790437,0.17815268,0.024342114,0.12757404,0.10902123,-0.14758758,0.46145862,0.5582467,-0.53121156,0.045129783,-0.04318135,-0.10932964,-0.46476015,-0.2882802,0.014566572
Mary Magdalene,-0.06371547,0.0645637,-0.08842331,-0.3568732,0.14906392,0.38807678,-0.36303625,-0.14160584,0.40414757,0.30726373,0.012514117,0.12636419,0.6905445,0.11706414,-0.46355614,0.3075075,0.13677526,0.15566187,0.21749133,-0.501764,-0.23754908,0.16294132,0.03317019,0.04489716,0.298664,0.016418137,0.2012862,0.24310452,0.3891598,0.18302217,-0.21371172,-0.014093489,0.3717636,-0.71394956,0.08248405,0.062507145,-0.063306615,-0.5315241,-0.15495166,0.12223231
Mattatha,0.021955678,0.06596644,-0.1289185,-0.17631894,0.009919562,0.3251632,-0.5643893,-0.04598375,0.08100661,0.15115216,-0.10019991,0.29804066,0.14355078,-0.42558628,-0.25851154,0.27779126,0.189286,0.111448586,0.27712795,-0.46813917,-0.19918138,0.09187175,0.27696624,-0.13729079,0.046129514,0.10873141,0.007973122,0.17901167,0.20106205,0.18363304,-0.31667656,0.1429994,0.3397466,-0.29755068,0.024578478,0.22791338,-0.2891461,-0.46688995,-0.2090481,0.1823462
Mattathias,0.1970316,0.0070355753,-0.19163148,-0.17625523,-0.044688888,0.2536335,-0.7881047,-0.10434292,0.35469204,0.34619072,-0.19930105,0.32813296,0.2521996,-0.8442195,-0.061249144,0.38477856,0.16867912,0.16326725,0.02654882,-0.5205413,-0.30362827,0.09043077,0.28291747,-0.036875077,0.16047381,0.1010459,-0.005498513,0.14088903,0.35833332,0.1309004,-0.23670852,-0.06113779,0.35769,-0.49081075,0.17854297,0.32848552,-0.41644743,-0.5126095,-0.28279018,-0.17839083
Matthan,0.19313039,0.057578623,-0.2569985,-0.2089885,-0.077173084,0.39877325,-0.29894495,0.19902186,-0.0142348735,0.23266172,-0.04192092,0.0856232,0.022285165,-0.33211768,0.019702036,0.2553989,0.2515547,0.07338375,0.53460616,-0.5324376,-0.28313506,0.124688596,0.28446427,-0.38300326,0.039511546,-0.049939577,0.17517164,0.095600545,0.12607798,0.17795318,-0.44175953,-0.05912898,0.23363341,-0.13849103,0.33338752,0.3930336,-0.37293643,-0.47809887,-0.03478556,0.018352853
Matthat,0.003873036,0.08043533,0.009407361,-0.343996,-0.18130574,0.30841675,-0.5250514,0.24328844,0.5634982,0.22497402,-0.088543504,0.24710974,0.049383253,-0.16361602,-0.0367703,0.2868146,0.15601958,0.2330552,0.27272117,-0.52209723,-0.31836274,0.09378142,0.27185994,-0.06632692,0.18723293,-0.020280516,0.095222086,0.077484444,0.62314045,0.19420913,-0.33942208,0.18460627,0.39009014,-0.5245173,0.22239912,0.1690777,-0.3524676,-0.5724579,-0.26798883,0.08753792
Matthew and Mark's accounts of the crucifixion together identify Salome as the mother of the sons of Zebedee. ,0.024157124,0.24342804,-0.040744644,-0.35540697,-0.26206052,0.093978,-0.4446063,-0.04430826,0.22126673,0.25874698,-0.1815313,0.20460626,0.2613942,-0.43431062,-0.22408228,0.07260854,0.36700627,0.06293965,0.36402875,-0.62441564,-0.05542947,0.22454207,-0.0754244,-0.097378634,0.38408858,-0.009614871,0.16475743,-0.09158711,0.19331542,0.1313072,-0.5896771,-0.072584495,0.35513043,-0.6582887,0.06318087,0.074044146,-0.23495863,-0.6250651,-0.030370003,0.077540986
Matthias,0.18811719,0.0973984,-0.22458713,-0.29859987,-0.29956958,0.32339922,-0.33837947,0.46209338,0.058762826,0.27598438,-0.031087017,0.055546347,0.0892976,-0.39964345,-0.33652726,0.49252403,0.18129262,0.10395893,0.2854415,-0.45498052,-0.25671294,0.23484538,0.25354612,-0.057104986,0.1302449,0.0980348,0.06292574,-0.008795252,-0.03666419,0.16611215,-0.453877,-0.18145467,0.29975978,-0.23967065,-0.044976342,0.3160268,-0.6070683,-0.41726407,-0.071560755,0.0663894
Medes,-0.12877586,0.1402644,-0.031741634,-0.15257607,-0.027837297,0.4057395,-0.13448735,0.8768002,0.28733486,0.29174516,-0.06695837,0.13509771,0.07243076,0.10094968,-0.28858846,0.536491,0.22206911,0.017196527,0.34517533,-0.4379546,-0.33589083,0.19600737,0.18733642,-0.20492068,0.15842015,-0.002037582,0.2856404,-0.1468452,0.4366151,0.22765361,-0.19090758,-0.17754675,0.2681079,-0.29478365,0.049722213,0.44594783,-0.4091324,-0.53135836,-0.008806334,-0.04533444
Melchi,0.041341323,0.19974665,-0.13459699,-0.24029705,-0.11330191,0.29125997,-0.59179425,-0.17179254,0.0830653,0.2688715,-0.11830489,0.53372985,0.19665578,0.1863755,-0.07047761,0.40417954,0.14254425,0.20414157,0.33860582,-0.512265,-0.35074914,0.17006004,0.35431275,0.11440652,0.19307095,0.02433272,0.02769551,0.25556922,0.57963824,0.24477069,-0.43704382,0.20377295,0.33372322,-0.4995993,0.10957275,0.21663447,-0.5328466,-0.56110424,-0.065029465,-0.07453937
Melchizedek,0.13663028,0.26187605,-0.18740554,-0.15246151,-0.088055685,0.31764773,-0.4358161,0.32487455,0.49163073,0.25843692,-0.055427317,0.09238032,-0.12615709,-0.33773366,-0.2824895,0.372401,0.18486969,-0.002000354,0.27084655,-0.38683295,-0.29053354,0.33748528,0.18838745,-0.16859733,0.09185468,0.067705065,0.06561051,-0.0005665962,0.43047407,0.16892502,-0.29854432,-0.17486387,0.2378303,-0.22674759,0.024459148,0.31592476,-0.3507052,-0.50303,-0.10680922,0.23066291
Melea,0.12028789,0.08957888,-0.2569043,-0.20061575,-0.09998399,0.29859015,-0.5793241,0.24255599,0.47996238,0.2044992,0.0076828226,0.29831418,0.39049494,-0.16113429,-0.354934,0.33973515,0.19265604,0.13238797,0.33780372,-0.5398049,-0.36493254,0.052339435,0.14307696,-0.17623273,0.11613063,0.026122833,-0.014419602,0.12192634,0.27748588,0.14039302,-0.3891342,-0.02648163,0.24805021,-0.15355147,-0.03212557,0.3899825,-0.08838946,-0.4746048,-0.2355224,0.16125551
Menna,0.22941913,0.1512503,-0.17600706,-0.17930245,-0.12134857,0.3573252,-0.70333123,0.30651757,0.07329343,0.21336184,-0.006260649,0.26334482,0.36950698,-0.3866894,-0.17949381,0.42413545,0.19492416,0.12987116,0.18416354,-0.5877173,-0.2063243,0.05427494,0.3613629,0.009575764,0.10788798,0.011757984,-0.06458015,0.042688005,0.10417703,0.12910432,-0.2580132,-0.101845756,0.23866701,-0.25350374,0.13680603,0.3045283,-0.107490934,-0.34435418,-0.10357341,0.015077186
Mesopotamia,-0.11184846,0.22983551,-0.04068179,-0.18673435,0.21232219,0.36262622,-0.496227,0.2122919,0.42724964,0.15198874,-0.09874905,0.022827413,-0.055379275,-0.43172145,-0.29904184,0.38860002,0.30959767,0.032055236,0.4531741,-0.3647728,-0.16115236,0.27167204,0.24522853,-0.25086766,0.18603061,-0.037937753,0.12514205,0.0016092652,-0.12660484,0.20910253,-0.29353502,-0.037661094,0.14315759,-0.07806066,0.103834175,0.2973072,-0.1578262,-0.5189955,-0.08189136,-0.087335
Methuselah,0.09968666,0.06194022,-0.21231867,-0.11220715,0.20166065,0.27846152,-0.7444842,0.55314875,-0.03023282,0.2272914,-0.04707105,0.03764951,-0.008315194,-0.637945,-0.24796385,0.45739052,0.25198784,0.109359525,0.30063674,-0.54798186,-0.3237153,0.13295889,0.23927338,-0.49837336,0.08803522,-0.026869664,-0.09253383,-0.08954067,0.2197644,0.17717436,-0.40690038,0.14627138,0.23967029,-0.27764586,0.08467347,0.2836365,-0.2266301,-0.38661572,-0.22666495,0.013462857
Michael,-0.05619428,0.18807036,-0.028212804,-0.32506847,0.20179069,0.33496705,-0.06555628,0.074130945,0.6472759,0.33797866,-0.06727459,0.19170234,0.14081928,0.26616493,-0.28405276,0.41290054,0.14123374,0.039392803,0.49176982,-0.42538396,-0.3810859,0.21231006,0.18491124,-0.04420582,0.27061445,0.07482728,0.3757079,0.13297524,0.06426915,0.18698345,-0.34764206,-0.19810762,0.3396298,-0.42429683,0.15444879,0.11762397,-0.09671623,-0.52912575,-0.030944435,0.062284812
Midian,0.19370978,0.16407159,-0.18282826,-0.19867975,-0.35457948,0.28851154,-0.1967023,0.30391645,0.2616298,0.24199268,0.009917276,0.27354172,-0.0008136417,-0.54036945,-0.33937988,0.4493485,0.17789504,0.10543199,0.15088223,-0.49011326,-0.26849428,0.23723069,0.195527,-0.22562666,0.19866343,0.058078177,0.25628307,0.056548372,0.08503039,0.19965328,-0.26344934,-0.14376238,0.2922489,-0.3081934,0.107550025,0.2281744,-0.23866715,-0.55861884,-0.14690615,-0.005407054
Miletus,0.03342001,0.2472141,-0.14065775,0.015742479,-0.1950209,0.3808912,-0.15826754,0.11195287,-0.048634477,0.2793241,-0.050495144,0.21585236,0.101338625,-1.0116309,-0.07617108,0.30314317,0.23122294,0.12855825,0.38066122,-0.4438455,0.015939953,0.08784991,0.15271619,-0.20958108,0.2371074,0.004776293,0.29252866,0.0994821,0.19144572,0.21162073,-0.17702013,-0.14011692,0.29603505,-0.4705463,0.32046998,0.16678229,-0.5070538,-0.58417064,-0.13010672,0.03793729
Mitylene,-0.023760263,0.09155409,-0.19050243,-0.25610638,-0.03081033,0.41209495,-0.2680367,-0.04171207,0.34974003,0.25160617,-0.023739014,0.24517904,0.27933842,-0.11291845,-0.32091767,0.4611219,0.1964517,0.19663508,0.31358597,-0.42063507,-0.034135435,0.11156172,0.105216265,-0.12821963,0.19515552,0.014381782,0.20578147,0.12731539,0.08817785,0.21181747,-0.23997411,-0.3089284,0.28957832,-0.43981355,0.21111207,0.1276404,-0.2848553,-0.59645516,-0.17937294,-0.13258305
Mnason,0.10178491,0.051577114,-0.2354472,-0.19187531,-0.24383792,0.33488986,-0.30734164,0.2968235,0.10202015,0.19645542,-0.045050997,-0.0008439263,0.0034796856,-0.14980064,-0.22880204,0.49014783,0.20689432,0.0066286135,0.36092493,-0.49639294,-0.33279547,0.25543094,0.16938104,-0.21748023,0.10731318,0.030519968,0.10355273,0.0031568697,0.25904888,0.24085243,-0.48562568,-0.028236086,0.32453114,-0.30542707,0.07569864,0.3284172,-0.46040514,-0.48466182,-0.031774238,0.10834221
Moabite,0.1618769,0.15345612,-0.20659311,0.04833414,0.43100423,0.41523296,-0.25698847,0.5299721,0.3924679,0.27866498,-0.00902571,-0.20732993,0.07688459,-0.73397994,-0.026644832,0.37782627,0.22954933,0.1123089,0.13167989,-0.5423698,-0.29650587,0.2636958,0.21126007,-0.4972757,0.27747428,-0.050763253,0.16767444,-0.009299039,-0.044367377,0.16880032,-0.44880426,-0.1605179,0.24554981,-0.03521593,0.12786408,0.51228535,-0.38989043,-0.5166137,-0.13177192,0.10415548
Moloch,-0.053474024,0.23701853,-0.10381439,-0.22619012,0.033623897,0.29452485,-0.2540885,0.30689177,0.49461618,0.14686607,-0.0023010562,0.023296636,0.1199671,-0.5467425,-0.47947246,0.39883727,0.13979714,0.122272916,0.32864317,-0.24469317,-0.08431843,0.12788582,0.1408221,-0.23782274,0.112280756,0.036084853,0.25161615,0.04643022,0.31723934,0.23574345,-0.24700628,0.009333045,0.31734672,-0.10894365,0.11131632,0.13741618,-0.28806797,-0.5217317,-0.06296332,0.15576753
Moses,0.115780264,0.05137383,-0.33439463,-0.199084,-0.11292356,0.2934795,-0.40304866,-0.011286413,-0.072295874,0.10972768,0.077515,-0.06215564,0.3017971,-0.34204453,-0.4365532,0.3815737,0.2187774,0.007921515,0.13279623,-0.5856103,-0.38171363,0.23516354,0.1641494,-0.25640205,0.19464557,-0.03760571,0.19279231,0.056166578,0.23878789,0.2178384,-0.51316637,-0.04738946,0.23234577,0.0029365057,0.05093162,0.19370763,-0.38618764,-0.5560995,-0.22921349,-0.14357333
Moses' assistant during the Exodus,0.12296076,0.08394463,-0.122813255,-0.30243707,0.30612227,0.42888567,-0.34369692,0.41946927,0.25380415,0.39843962,-0.028310832,0.08422759,0.1253237,-0.35395154,-0.1694744,0.22048886,0.15974024,0.14480935,0.07601039,-0.6383966,-0.03775144,0.16451196,0.16551219,-0.18719816,0.22632506,-0.032975044,0.13870835,0.19470382,0.5159423,0.32229272,-0.5750673,-0.19619358,0.33106682,-0.05810883,-0.004280467,0.14786936,-0.19712487,-0.3590981,-0.07722043,0.0126662385
Mount of Olives,-0.056803335,0.34707952,-0.23757772,-0.06710277,0.31959668,0.32032463,-0.16851324,0.45142037,0.4037145,0.19024907,-0.11442331,0.046384566,-0.04146675,-0.6695436,-0.4491737,0.32413316,0.117962174,0.26082286,0.23718639,-0.45118937,-0.32197472,0.34027484,0.26421058,-0.49727806,0.26221702,-0.07442566,0.3941755,-0.08735108,0.029224383,0.04673582,-0.16267891,-0.01897999,0.18026067,0.057496514,0.06628958,0.3747751,-0.33303115,-0.45367858,-0.2819447,-0.013769083
Mountain,-0.10748298,0.0816311,-0.18369527,-0.19399606,0.53642875,0.27809784,-0.354572,-0.2553336,0.4057863,0.19757338,-0.08933452,0.39507943,0.036455996,-0.4525164,-0.33361667,0.2431791,0.16737576,0.24222079,0.1688063,-0.54530525,-0.20160054,0.24473289,0.38050622,0.1614761,0.2502592,0.15805972,0.19013432,0.2708356,0.28085226,0.17327653,-0.437516,0.02913291,0.236921,-0.20482212,0.11924321,0.19129007,-0.27890918,-0.5021118,-0.13157395,0.09155051
Myra,-0.070864476,0.08192133,-0.1373215,-0.059808258,-0.19048779,0.3251538,-0.35481617,0.1088856,0.060944173,0.33502188,0.09633538,0.23297594,0.16094096,-0.56862974,-0.3747394,0.31386033,0.24905132,0.052331556,0.45274988,-0.38232145,-0.051145077,0.133494,0.106415175,-0.23762444,0.18155932,0.002765039,0.17761238,0.087603875,0.05087358,0.20795263,-0.31997398,-0.12870914,0.22482003,-0.28180844,0.13499749,0.13416587,-0.34897694,-0.55444616,-0.14784941,0.042084645
Mysia,-0.10181802,0.30284613,-0.095363416,-0.21697786,0.31876782,0.3672621,-0.09070446,0.13279624,0.3068602,0.18824299,-0.00070502935,0.068348154,0.0015149262,0.028039128,-0.34133208,0.34753168,0.24407013,0.16752586,0.14528243,-0.4819088,-0.42805898,0.27463788,0.22079428,-0.11148239,0.29295483,-0.009865709,0.42492074,0.06429788,0.23383865,0.13867301,-0.2995771,-0.21213228,0.33364233,-0.17212842,0.0776492,0.12358716,-0.29444414,-0.53140604,-0.30081445,-0.13524407
N04f7754e392d4323982fa8200cdf170a,-0.0054687383,0.5667937,-0.078093305,-0.6389589,0.07598331,0.6506544,-0.2808942,0.5254443,-0.13769364,0.3961394,0.025661025,0.35688195,-0.088741615,-0.346938,-0.14467528,0.29227883,0.23674868,0.28888494,0.5601341,-0.5989521,0.019658057,0.2529318,-0.030217763,0.08503733,0.34953114,0.028169474,0.14219047,0.4625824,0.27064562,-0.0116207795,-0.14309,-0.34787807,0.5565028,-0.026588228,0.20329383,0.49800372,-0.082677275,-0.299818,-0.1650263,-0.059748765
N05982f60e48f4a1789f6e9bd32384cfa,-0.20231442,0.5582195,-0.22115047,-0.35381922,0.36366668,0.6895242,-0.2899651,0.22280182,0.20045744,0.40149865,0.17914087,0.305159,-0.12326593,-0.17030767,-0.016376732,0.18554653,0.20715925,0.23447496,0.5503543,-0.6614936,0.19593556,0.13519679,0.020833666,0.039006233,0.21006685,0.041183606,0.26180702,0.2997722,0.35515156,-0.01882522,-0.061847858,-0.28588197,0.6846941,-0.01581061,0.33392006,0.29064208,-0.32462755,-0.20390649,-0.106884405,-0.08184614
N0749444d170d45dc9ead144613ee5f54,0.088837005,0.5200087,-0.44305915,0.061651014,0.32091624,0.6216301,-0.50632787,0.15859233,0.27604803,0.35946086,0.14666739,0.40350163,0.06448704,-0.044149633,-0.49391907,0.277317,0.35137495,0.2381212,0.42429307,-0.66303563,0.21277528,0.28850457,0.10594326,0.06901432,0.32863116,0.11453601,0.083937764,-0.049464714,0.30237135,0.024322884,-0.28164956,-0.05820912,0.5879507,0.07604483,0.025978293,0.06500212,-0.23043437,-0.23100087,0.01776467,-0.18419074
N1ba643a70f9d4230b1247862bed7afcf,0.21452503,0.010089653,0.28636515,0.0070670666,0.24211153,0.47281876,-0.31474477,0.19736303,0.2894221,-0.022450648,-0.36045802,0.33353752,-0.091566496,-0.40024126,-0.17304902,0.057623122,0.2901459,0.06469463,0.27573994,-0.49212742,-0.2009941,0.3861278,0.4403945,-0.19343069,0.5039221,0.12208232,0.19842298,0.18008356,-0.20120165,0.43047315,-0.27093711,-0.08138013,0.30699697,-0.3552628,0.2350115,-0.01563383,-0.50439155,-0.17535982,-0.27326107,0.11663427
N20eb148b4224457f9babc65a7335ab11,0.10448933,0.46739882,-0.12500127,-0.25541756,0.22491474,0.7937447,-0.1974762,0.44456074,-0.035508588,0.28635475,0.09937957,0.2682916,0.007955127,-0.2961637,-0.28035435,0.36766547,0.47441342,0.37059405,0.34339574,-0.4900824,0.28789806,-0.011323846,0.091387674,-0.4517555,0.37906742,-0.013159089,0.13789241,0.20641278,0.51611036,0.08129497,-0.08158752,-0.30870125,0.43151006,-0.22657731,0.1374468,0.13066408,-0.14365968,-0.17607635,0.047040656,-0.08475441
N2ee76fa22baf4820ac1cbc044a41caac,-0.10885785,0.45641854,-0.11697725,-0.5611619,0.14401877,0.5894503,-0.28994125,0.5319133,-0.13434936,0.35891044,0.07029996,0.23185322,-0.07809699,-0.39495316,-0.06961265,0.3359547,0.23116007,0.30198398,0.5274838,-0.5220358,0.10864995,0.23913208,0.058144968,0.05453662,0.35904044,0.05650351,0.0934406,0.49806258,0.36249068,-0.021753734,-0.13639516,-0.32993546,0.5920111,-0.15342271,0.18127954,0.50127715,0.05111391,-0.23365034,-0.13566214,-0.09612621
N300a101d6c2340e6bf5bdc3907b70543,-0.0006298025,0.55313694,-0.32719824,-0.2540241,0.3395398,0.65165865,-0.18228477,-0.22080052,0.23133397,0.25410053,-0.03436111,0.25260848,0.13586177,-0.4246347,-0.5088618,0.4298312,0.54141146,0.50436705,0.28223956,-0.5675978,-0.19512402,0.2406379,-0.09145473,-0.028691227,0.36768487,-0.113851935,0.16481201,-0.3241072,0.13770281,0.14830738,-0.21924813,-0.14070097,0.31788275,-0.07427983,-0.12810317,0.09245671,-0.15927075,-0.1738239,0.06768686,-0.14433876
